orbit,bx,phi,eta,pt,charge
8776319,3472,1.03629,-0.358875,10.5,1
8779637,3541,-1.49444,0.685125,3.5,1
8781754,3539,1.39626,-0.358875,9.5,-1
8781754,3541,-0.523599,0,10,-1
8785483,3525,0.676315,0,3.5,-1
8785483,3526,-1.91986,-0.511125,6.5,1
8785483,3527,-1.91986,-0.467625,4,1
8786525,3506,-2.20348,-0.424125,3.5,-1
8787078,3502,-1.03629,0.609,3.5,1
8790160,3488,-1.01447,-0.358875,3.5,1
8790263,3500,-2.18166,-0.80475,3.5,-1
8796438,3475,1.87623,-0.358875,3.5,1
8797557,3499,1.63625,0.685125,20,-1
8803773,3482,-0.959931,0.6525,3,1
8803773,3482,-1.10174,0.358875,3.5,1
8812402,3448,1.35263,-0.80475,6,-1
8812639,3446,1.78896,-0.467625,3.5,1
8817939,3530,1.69079,-0.467625,10.5,1
8817939,3531,-2.17075,0,13.5,-1
8817939,3531,-2.14894,0,5,-1
8819504,3507,1.76715,-0.685125,6.5,1
8819610,3484,2.08349,0.358875,4,1
8819695,3522,1.26536,-0.685125,3.5,1
8830537,3501,1.7017,0.576375,3.5,-1
8833629,3501,1.66897,-0.685125,5.5,1
8836742,3486,-1.47262,-0.76125,16,1
8836764,3521,1.8435,0.424125,7,-1
8836764,3523,1.85441,0.511125,3.5,-1
8836764,3524,-0.425424,-0.23925,3.5,1
8837581,3489,-1.45081,-0.76125,6.5,1
8837932,3493,1.82169,0.424125,3.5,1
8843395,3529,1.21082,-0.358875,5.5,-1
8844386,3465,1.18901,-0.80475,3.5,-1
8845998,3547,2.06167,-0.76125,11.5,1
8847057,3465,1.76715,0,6,1
8847057,3467,-1.48353,-0.80475,7.5,-1
8852364,3483,1.7017,-0.685125,4.5,1
8852941,3474,-2.20348,-0.76125,63.5,1
8853111,3540,-1.27627,-0.228375,11.5,-1
8862623,3549,1.79987,0,5,-1
8862623,3550,1.74533,0,3.5,-1
8865024,3508,2.18166,0.76125,7,1
8865024,3510,-0.719949,0.76125,6.5,-1
8866642,3448,2.03985,0.511125,9.5,-1
8866642,3450,-1.63625,0.619875,7.5,1
8866948,3528,1.7017,0.511125,3,1
8867300,3458,-1.9635,-0.28275,16.5,1
8869739,3538,1.78896,-0.261,4.5,1
8869739,3540,-0.0545419,0.184875,3.5,-1
8876488,3478,1.36354,-0.80475,3.5,-1
8876754,3520,-1.4399,-0.467625,4,-1
8877121,3446,1.65806,-0.80475,3.5,1
8877527,3483,-1.49444,-0.3915,3.5,-1
8877928,3535,1.5708,-0.685125,4.5,-1
8878381,3534,1.90895,0,15.5,-1
8878381,3536,0.1309,-0.228375,14.5,-1
8879912,3447,0.861756,0.36975,76.5,-1
8880625,3523,1.74533,0.511125,50.5,1
8880625,3523,1.73442,0.358875,8,1
8886790,3488,-1.7126,-0.76125,6.5,-1
8894090,3497,-2.02895,0.80475,7.5,1
8895698,3507,2.13803,0.467625,17.5,-1
8895698,3508,-1.03629,0.315375,20,1
8896291,3445,2.13803,0,3,-1
8896291,3446,0.141808,0.358875,3.5,1
8897014,3531,-1.50535,-0.511125,3,1
8900424,3537,0.621774,0,5.5,-1
8900424,3538,-1.33081,0.511125,7.5,1
8900424,3538,-1.40717,0.358875,3.5,1
8900828,3468,-1.86532,-0.358875,23,1
8901078,3546,1.1781,-0.511125,3,-1
8902662,3546,1.73442,-0.315375,4.5,1
8903202,3550,1.50535,0.3915,5.5,1
8909422,3540,-1.52716,-0.76125,3.5,1
8909916,3487,1.23264,0.80475,25.5,-1
8913040,3499,-1.50535,-0.80475,3.5,1
8917158,3545,1.02538,0.467625,4,1
8917928,3511,1.48353,-0.3915,9,1
8918123,3482,0.77449,0.76125,9,-1
8919992,3453,-1.82169,0.685125,4,-1
8922626,3456,-1.03629,-0.467625,3.5,-1
8923914,3466,2.00713,-0.685125,3.5,1
8925275,3532,3.10887,0,2.5,-1
8926140,3495,-0.938114,-0.641625,13,1
8927065,3511,1.66897,0.685125,7.5,1
8927526,3492,-0.141808,0,14,1
8930671,3526,-0.1309,-0.424125,3.5,1
8932525,3508,1.52716,-0.467625,8.5,-1
8936718,3505,1.74533,-0.685125,7.5,1
8941156,3472,-2.11621,0.28275,4,-1
8942030,3465,-0.992656,-0.76125,3.5,1
8944342,3501,1.09083,0.80475,3.5,-1
8944342,3503,-0.77449,0,3.5,1
8945529,3517,1.73442,-0.685125,4,1
8946516,3465,1.62534,-0.76125,5,-1
8948305,3450,1.23264,0.80475,3.5,1
8950045,3501,1.61443,0,47,-1
8955751,3495,2.0944,-0.76125,69,1
8961220,3501,1.7017,-0.511125,3.5,-1
8961220,3502,0,-0.685125,3.5,1
8962011,3471,2.25802,-0.489375,7,1
8962011,3472,-1.27627,-0.511125,6,-1
8962131,3470,2.95615,0.6525,3,1
8962167,3460,1.34172,-0.6525,3.5,-1
8965217,3467,0.992656,-0.3915,24,-1
8969782,3531,1.4399,-0.358875,5,-1
8969782,3533,-0.447241,0.358875,4,1
8979301,3451,-2.51982,0.76125,5.5,1
8989758,3463,0.894481,-0.511125,3,-1
8990296,3473,0.796306,-0.685125,4,-1
8990372,3516,1.61443,0,3.5,-1
8990372,3518,-0.599957,-0.163125,3.5,1
8990558,3546,1.73442,-0.685125,4.5,1
8993822,3477,1.59261,-0.80475,8.5,-1
8993822,3479,-0.599957,-0.511125,17,-1
8998229,3492,-0.959931,0.315375,3.5,1
8998948,3517,1.67988,0,3.5,1
9000821,3489,-2.39983,-0.467625,9,1
9006556,3488,1.50535,-0.3915,6,-1
9006556,3490,-3.06523,0,4.5,1
9008945,3512,-2.22529,-0.685125,7.5,-1
9010242,3551,1.12356,0.685125,10,1
9013541,3527,-0.818123,-0.424125,3,1
9013679,3531,0.458149,0.424125,15.5,1
9016517,3488,0.785398,0.511125,10.5,-1
9017713,3546,-1.95259,-0.511125,3,-1
9021403,3485,1.14537,0.511125,2.5,-1
9026243,3505,1.76715,-0.685125,5.5,1
9030810,3454,1.309,-0.315375,4,-1
9032707,3484,-1.49444,0.424125,3,-1
9032707,3485,-1.50535,0.424125,3.5,-1
9034784,3530,0.927206,0.685125,4,-1
9034837,3479,-1.45081,0.511125,3,1
9039263,3550,-2.79253,0.424125,23,-1
9041278,3481,1.5817,-0.424125,96.5,1
9041278,3483,-1.86532,-0.424125,139.5,1
9042759,3509,1.59261,-0.3915,6,-1
9043812,3458,0.610865,-0.685125,3.5,-1
9044018,3469,1.0472,-0.424125,3.5,-1
9045606,3537,0.916298,-0.511125,23,-1
9045606,3538,-2.01804,-0.467625,27,1
9045606,3538,-2.01804,-0.358875,11,1
9046456,3532,-1.19991,0.489375,21.5,-1
9048228,3494,1.49444,-0.685125,3.5,-1
9049192,3505,2.83616,0.45675,38,1
9049192,3507,-0.338157,0.76125,31,-1
9052606,3552,1.64715,0,3,1
9052606,3553,-3.08705,-0.41325,3,-1
9052606,3554,-3.08705,-0.41325,3,-1
9052606,3555,-3.08705,-0.41325,3,-1
9053205,3523,2.06167,-0.3915,8.5,-1
9054541,3531,1.31991,0.76125,6.5,-1
9054646,3457,2.65072,0.358875,3.5,1
9063166,3474,-1.7126,0.685125,3.5,-1
9065565,3457,-1.55989,0.80475,3.5,1
9066535,3485,2.11621,-0.80475,3.5,1
9067282,3540,1.07992,-0.80475,3.5,-1
9067282,3541,-1.21082,-0.641625,3.5,1
9067882,3547,1.4399,-0.685125,5.5,-1
9067989,3498,1.75624,-0.80475,3.5,1
9068197,3452,0.992656,0.358875,3.5,-1
9069442,3494,1.66897,-0.511125,10.5,1
9069442,3495,-2.2362,0,9,-1
9070462,3495,2.29074,-0.10875,4,1
9070462,3497,-1.91986,0,5.5,-1
9073800,3526,1.76715,-0.685125,5,1
9074152,3511,1.59261,-0.685125,7,1
9075452,3519,-3.08705,-0.511125,4,-1
9080361,3533,-1.42899,-0.3915,10,-1
9081589,3482,1.61443,0.511125,8.5,-1
9081937,3519,1.55989,0.076125,45.5,-1
9081937,3520,-2.01804,0.424125,38,1
9083923,3539,1.37445,-0.467625,4,-1
9083923,3541,-2.01804,0,3.5,1
9089125,3480,1.95259,-0.358875,3.5,-1
9089125,3482,-0.621774,0.609,3,1
9089840,3532,1.66897,-0.511125,22.5,-1
9089840,3533,-0.970839,0,13.5,1
9094738,3491,-1.90895,-0.358875,3.5,-1
9099616,3482,1.5708,-0.80475,139.5,-1
9100099,3459,-2.22529,0.424125,3.5,-1
9101819,3522,-1.25446,-0.76125,9,1
9102843,3459,1.69079,0,4.5,1
9102843,3460,1.74533,0,5,1
9102843,3461,-1.1781,-0.80475,3.5,-1
9103139,3546,1.60352,0,4.5,1
9105396,3486,1.24355,-0.36975,7,1
9105396,3488,-1.65806,0.45675,11.5,-1
9110092,3497,1.69079,-0.685125,8,-1
9110512,3472,1.21082,-0.511125,3,-1
9110985,3480,-2.26893,0,3,-1
9110985,3480,-2.12712,0,3.5,-1
9111151,3475,2.06167,-0.424125,6.5,1
9112202,3476,1.4399,-0.3915,3.5,-1
9113986,3481,2.74889,0,9.5,1
9116475,3448,1.41808,-0.511125,3,1
9116991,3475,2.67254,0.76125,5,-1
9118454,3492,1.4399,-0.358875,5,-1
9122949,3472,-1.16719,-0.641625,4,1
9123640,3449,-1.46171,0.511125,56.5,-1
9124235,3549,-1.76715,-0.511125,6,-1
9125284,3497,-1.52716,-0.685125,4,1
9126294,3533,-1.48353,-0.467625,8,-1
9128536,3538,1.28718,0.685125,3.5,-1
9139327,3498,1.10174,0.685125,4,-1
9140705,3476,1.93077,0,4.5,1
9145831,3546,1.64715,0.793875,3,1
9145831,3547,1.66897,0.76125,3.5,1
9145841,3454,1.4399,0,6,1
9147909,3516,1.73442,-0.76125,6.5,1
9152781,3535,-2.46528,-0.467625,3,1
9152909,3519,-2.54164,-0.467625,7.5,1
9156387,3498,-2.02895,0.511125,6.5,-1
9158235,3464,-2.13803,-0.511125,4,-1
9158503,3489,1.54898,0.76125,14.5,1
9159317,3486,-1.72351,0.3915,139.5,1
9161098,3519,1.82169,-0.511125,14.5,1
9161343,3541,-2.13803,0.641625,3.5,-1
9162209,3543,2.02895,-0.641625,3.5,1
9162209,3544,2.02895,-0.511125,2.5,1
9162233,3513,-1.26536,-0.80475,3.5,-1
9163701,3453,1.95259,0,139.5,1
9163701,3454,-1.49444,0.424125,139.5,1
9164895,3489,2.3671,0,4.5,1
9165577,3491,2.07258,0.3915,3.5,-1
9166810,3539,1.47262,-0.424125,3.5,-1
9170834,3469,-1.23264,-0.641625,3.5,1
9170834,3469,-1.37445,0,3.5,1
9171587,3464,-2.18166,-0.685125,8.5,1
9171587,3464,-2.18166,-0.80475,26.5,-1
9172362,3446,1.5817,0.80475,26.5,1
9177981,3470,2.08349,-0.315375,3,1
9177981,3471,-1.63625,0.10875,3.5,-1
9178633,3516,-2.38892,0.358875,6.5,-1
9178972,3517,2.14894,0.315375,7.5,-1
9180611,3446,2.14894,0.511125,3.5,1
9180611,3448,-1.5817,0,3.5,-1
9180899,3475,0.77449,0.315375,6.5,1
9180933,3518,1.24355,0,3.5,-1
9180933,3519,-1.76715,0.511125,3.5,1
9182787,3489,2.27984,0.511125,9.5,1
9182787,3490,-1.78896,0,15,-1
9188640,3482,-2.01804,-0.511125,3,-1
9188640,3482,-1.8435,-0.532875,3.5,-1
9191018,3509,1.0472,0.358875,3.5,-1
9192857,3474,-0.403608,-0.80475,3.5,1
9193012,3501,-1.47262,0,3.5,-1
9199911,3526,0.469057,0,10,-1
9199911,3528,-2.51982,0,7.5,1
9201415,3533,-1.5817,0,15,1
9201907,3527,1.77805,0,4,1
9202675,3516,1.38535,-0.685125,4.5,-1
9204091,3501,2.20348,0.424125,3.5,1
9210253,3461,1.51625,-0.80475,9,-1
9210919,3475,1.52716,0,11,1
9212687,3470,1.77805,-0.685125,4,1
9225710,3530,-1.53807,-0.424125,3.5,-1
9225971,3512,1.47262,0.685125,3.5,-1
9230615,3480,0.872665,0.358875,3.5,-1
9234852,3497,1.65806,-0.315375,19,-1
9236389,3456,-1.31991,-0.424125,4.5,-1
9236389,3456,-1.19991,-0.358875,4,-1
9248503,3523,1.75624,-0.685125,4,1
9249061,3532,2.67254,0,6.5,1
9249061,3533,-0.894481,-0.80475,3.5,-1
9249142,3481,1.60352,0,6,1
9249142,3482,1.62534,0,10.5,1
9249142,3483,-1.60352,-0.076125,10,-1
9253576,3470,2.51982,-0.685125,8,1
9254775,3474,1.1781,0.619875,3,1
9254775,3475,1.1781,0.511125,6,1
9254775,3476,-1.74533,0,4.5,-1
9254781,3480,0.894481,-0.511125,3,1
9254781,3481,-3.10887,0,3.5,-1
9257639,3543,1.50535,-0.511125,6,-1
9260982,3542,-1.52716,-0.728625,4.5,1
9262360,3478,-0.90539,-0.641625,4,1
9263243,3502,1.27627,0.467625,82.5,1
9263243,3503,-1.33081,0.685125,86.5,1
9264466,3446,0.959931,0.76125,3.5,1
9264466,3448,3.13068,0.685125,5,-1
9264507,3445,2.34529,-0.511125,2.5,-1
9265204,3489,1.77805,0,5.5,1
9268117,3534,-0.687224,-0.641625,3,-1
9268921,3486,2.14894,-0.511125,5,-1
9268921,3487,-0.403608,-0.3915,3.5,1
9275318,3465,-2.24711,-0.3915,8.5,-1
9276084,3503,-2.45437,-0.685125,3.5,-1
9284764,3552,0.90539,-0.685125,4,1
9285226,3506,1.50535,-0.424125,12.5,-1
9288288,3546,2.11621,0.80475,5,1
9289156,3535,1.05811,-0.685125,3.5,-1
9291582,3519,1.63625,-0.80475,3.5,1
9293166,3552,0.0436332,-0.511125,3,1
9297507,3522,2.32347,0.685125,4,1
9299751,3542,1.13446,-0.358875,3.5,1
9299751,3543,1.23264,-0.511125,3,1
9305458,3495,1.54898,-0.80475,7.5,1
9306048,3509,1.76715,0.685125,4,1
9311885,3465,1.0472,0.467625,89,1
9311885,3466,-1.9635,0.467625,50.5,-1
9312166,3480,1.78896,0.685125,4.5,1
9312166,3482,-1.82169,0.511125,6,-1
9313524,3465,1.74533,0.511125,5.5,1
9313524,3466,-1.55989,0.80475,6.5,-1
9315142,3446,-2.30165,-0.424125,3.5,1
9315142,3447,-2.30165,-0.511125,3.5,1
9315824,3464,1.76715,0.685125,4.5,1
9321587,3462,2.01804,-0.358875,3.5,1
9328313,3499,0.916298,-0.41325,5,-1
9328313,3500,0.872665,-0.511125,6,-1
9328434,3476,-0.501782,-0.76125,5.5,1
9330388,3458,1.87623,-0.424125,3.5,1
9330670,3500,0.894481,-0.511125,13,1
9332162,3528,2.70526,0.685125,3.5,1
9334110,3549,1.7017,-0.467625,11.5,-1
9335505,3512,2.21439,-0.84825,3.5,1
9335505,3514,-1.75624,0.511125,2.5,-1
9335558,3481,1.47262,0,3.5,-1
9337766,3476,-1.65806,-0.76125,3.5,-1
9338441,3493,0.665407,0.685125,4,1
9343754,3491,1.0472,-0.685125,3.5,-1
9345380,3499,-1.60352,0,3.5,1
9348087,3505,1.38535,-0.685125,4,-1
9350705,3524,1.8326,-0.511125,3,-1
9358493,3535,1.52716,0.467625,18.5,1
9360556,3499,1.01447,0,7,-1
9360556,3501,-2.02895,-0.685125,3.5,1
9362157,3509,1.19991,-0.532875,4.5,1
9363314,3519,1.26536,-0.424125,17,-1
9363314,3521,-2.1053,-0.424125,15.5,1
9366775,3526,1.27627,-0.358875,3.5,-1
9368474,3528,1.73442,0.358875,3.5,1
9370698,3492,1.46171,-0.84825,4.5,1
9370698,3494,-2.03985,0.6525,5.5,-1
9370853,3456,-0.283616,-0.685125,5.5,1
9372744,3521,1.53807,-0.80475,3.5,-1
9374834,3459,1.60352,0,4.5,1
9375444,3478,-1.47262,0,3,1
9376671,3538,2.79253,-0.80475,32.5,-1
9379270,3485,1.77805,0,8.5,-1
9387130,3534,-1.14537,-0.641625,5.5,1
9390424,3510,-1.14537,-0.80475,3.5,-1
9392795,3476,1.63625,0,3,1
9392795,3477,-2.63981,0.511125,3,-1
9392872,3520,1.82169,-0.315375,5,1
9392872,3521,-2.63981,0,7.5,-1
9395329,3457,1.40717,-0.424125,3.5,-1
9401394,3509,-1.39626,-0.76125,21,-1
9403301,3523,1.60352,-0.80475,18,-1
9404711,3534,-1.66897,0.80475,3.5,1
9405328,3474,0.654498,-0.511125,139.5,-1
9405328,3474,0.654498,0,48.5,-1
9405562,3453,1.03629,-0.511125,4,1
9405562,3454,3.08705,-0.424125,3.5,-1
9406180,3508,-2.05076,0,3.5,1
9410113,3454,-0.501782,-0.511125,9,1
9411118,3452,1.61443,0.685125,7.5,-1
9412502,3552,-1.15628,0.489375,3.5,-1
9414051,3446,-0.992656,-0.23925,3.5,1
9415204,3476,1.09083,0,2.5,-1
9415204,3477,-0.90539,0.435,3.5,1
9417422,3550,0.796306,0,5.5,1
9417422,3552,-2.8907,-0.228375,10.5,-1
9417464,3530,-2.44346,0,3.5,-1
9417464,3531,-2.45437,0,4,-1
9418340,3447,-2.19257,-0.80475,3.5,1
9418664,3450,1.19991,0.80475,12.5,1
9418664,3452,-2.54164,0.76125,13.5,-1
9426267,3446,-1.60352,-0.511125,2.5,1
9426267,3449,-1.63625,0.206625,4.5,1
9426784,3552,-1.39626,-0.80475,11.5,-1
9431470,3470,1.99622,0,11,-1
9437148,3449,0.0981748,0,3,1
9437938,3552,1.59261,0,7,1
9439444,3532,1.52716,-0.80475,130.5,1
9439444,3534,-2.46528,-0.80475,39,1
9439867,3502,-2.11621,0,3.5,-1
9439992,3478,1.75624,-0.685125,4,1
9440436,3446,1.05811,0.424125,3.5,1
9443335,3518,-2.05076,-0.424125,3.5,1
9444436,3482,-1.72351,0.685125,3.5,-1
9446359,3538,1.31991,0.685125,3.5,-1
9446359,3540,-0.359974,0.511125,4.5,1
9447499,3466,1.8326,-0.511125,14,-1
9449416,3518,-2.498,-0.424125,10,1
9451565,3522,-1.18901,-0.424125,3.5,-1
9458506,3455,-2.29074,0,6,-1
9462479,3524,-0.687224,-0.80475,3.5,1
9463232,3544,1.12356,-0.685125,3.5,-1
9464612,3453,1.99622,-0.163125,4,1
9465133,3510,0.83994,0.80475,7.5,-1
9465133,3511,2.69435,0.467625,3.5,1
9465799,3506,1.82169,-0.511125,5.5,1
9465999,3473,-2.26893,-0.358875,9,1
9466736,3486,2.2362,-0.358875,3.5,1
9477384,3490,-0.403608,-0.511125,3,1
9479026,3547,-2.66163,0.467625,25.5,1
9481370,3457,2.74889,0,3,1
9490755,3453,1.14537,-0.685125,4,-1
9496455,3552,1.63625,0.511125,3,-1
9497268,3539,2.25802,-0.184875,3,1
9497392,3451,-1.48353,0.685125,3.5,1
9506221,3546,2.61799,0.358875,4.5,1
9508102,3520,1.16719,0.424125,139.5,1
9516699,3447,1.22173,-0.80475,3.5,-1
9519535,3506,2.19257,0.206625,8,1
9520536,3447,1.40717,0.685125,56.5,1
9520983,3542,1.53807,0,4.5,1
9520983,3544,-1.65806,-0.36975,3.5,-1
9521785,3468,-0.501782,-0.80475,3.5,1
9524005,3458,1.61443,-0.80475,53,1
9528690,3483,1.95259,-0.80475,3.5,1
9529990,3547,1.69079,-0.685125,5.5,1
9530148,3491,1.13446,0,4,-1
9530148,3492,1.0472,-0.10875,4.5,-1
9530148,3493,-1.00356,0,4.5,1
9531686,3510,1.62534,-0.685125,17.5,1
9535307,3528,1.01447,-0.424125,4.5,-1
9535307,3529,-1.86532,-0.467625,5.5,1
9536430,3474,-2.06167,0,3.5,-1
9536989,3473,1.48353,0,3.5,-1
9538547,3542,2.95615,-0.511125,3,-1
9550032,3544,1.14537,0,9.5,-1
9550212,3540,1.24355,-0.358875,3.5,-1
9554271,3488,-2.79253,-0.511125,4,-1
9557793,3472,-1.8326,-0.511125,29,-1
9565417,3525,1.74533,0.80475,3.5,1
9566926,3504,2.20348,0.358875,3.5,1
9566926,3506,-1.8435,-0.80475,3.5,-1
9572480,3487,1.5817,-0.685125,5,-1
9577419,3502,1.90895,0,3.5,1
9578821,3466,1.16719,-0.358875,4.5,-1
9589779,3542,0.665407,0,3.5,-1
9592285,3547,1.21082,-0.424125,3.5,-1
9593720,3488,1.85441,-0.511125,43.5,-1
9596371,3471,1.74533,-0.76125,8,-1
9596649,3523,-1.82169,0.424125,5.5,1
9597763,3492,3.13068,-0.511125,6,1
9597763,3493,-0.654498,-0.80475,4,-1
9598832,3478,1.4399,-0.511125,40,1
9602568,3525,1.7126,0,3,-1
9605349,3519,1.47262,0.685125,13.5,-1
9609877,3480,1.87623,-0.685125,4.5,1
9610916,3464,2.26893,0,4.5,1
9610916,3466,-0.392699,0,3.5,-1
9624959,3527,1.31991,-0.76125,3.5,-1
9625036,3521,1.29809,-0.511125,9,1
9630467,3516,1.00356,0.76125,5.5,-1
9630467,3518,-1.82169,0.3915,3,1
9635362,3512,1.61443,0.467625,3.5,1
9636197,3487,1.1781,-0.80475,3.5,-1
9639186,3452,1.00356,0.511125,22.5,-1
9639186,3453,-1.25446,0.80475,44.5,1
9640931,3523,2.15984,0.206625,3.5,1
9641911,3458,0.916298,0.685125,34.5,1
9641911,3460,-1.8326,0.358875,78,-1
9642783,3548,2.31256,0.41325,5.5,1
9642783,3550,-1.41808,-0.3915,4,-1
9642825,3469,2.01804,0,3,1
9646585,3526,1.54898,0,13,-1
9646585,3528,-2.77071,0.467625,5.5,1
9650110,3450,-1.60352,0.554625,4.5,-1
9650365,3528,-2.99978,0.76125,3,1
9650535,3453,0.850848,0,5.5,1
9650964,3529,-0.109083,0.511125,4.5,1
9654551,3516,1.59261,-0.261,5.5,1
9654559,3498,1.11265,-0.511125,6.5,1
9658522,3494,0.272708,0.3915,139.5,-1
9659296,3541,-1.89805,-0.467625,5.5,1
9659296,3541,0.872665,-0.3915,4.5,-1
9659296,3543,-1.89805,-0.511125,7,1
9663532,3544,1.75624,-0.685125,5,1
9665454,3494,-0.512691,0.511125,4.5,1
9666452,3548,-2.73799,0.80475,9.5,-1
9667694,3465,-1.46171,0.80475,5,-1
9668880,3519,2.00713,-0.80475,3.5,1
9669040,3480,2.39983,0,4,-1
9669040,3481,-0.06545,0.06525,4.5,1
9670759,3455,-1.61443,0.358875,3.5,-1
9673171,3537,3.14159,0.511125,35,-1
9673171,3537,-3.13068,0.358875,5.5,-1
9673796,3479,1.74533,0,5,1
9676713,3550,2.06167,-0.358875,3.5,1
9676713,3551,2.11621,-0.641625,2.5,-1
9679388,3528,1.54898,-0.80475,3.5,-1
9679388,3529,-0.2618,-0.80475,3.5,1
9679388,3530,-0.250891,-0.80475,3.5,1
9681555,3470,-2.15985,0,10,1
9681846,3542,1.95259,0.80475,3.5,1
9686018,3477,1.5817,-0.80475,95.5,-1
9687128,3521,1.25446,-0.609,4.5,-1
9687128,3522,1.22173,-0.609,15,-1
9688504,3462,0.70904,0.206625,8,1
9692289,3510,1.38535,-0.80475,31,-1
9692473,3492,1.47262,-0.261,4,-1
9693103,3529,-1.76715,-0.619875,3,1
9693941,3511,2.03985,-0.358875,4,1
9694553,3528,-2.00713,0.511125,36.5,-1
9700638,3535,1.19991,-0.36975,5.5,-1
9700638,3537,-2.01804,0.435,7,1
9702694,3522,-2.99978,0.358875,3.5,1
9702959,3485,2.00713,0.467625,25.5,1
9705815,3471,1.46171,-0.685125,4.5,-1
9706571,3465,-1.16719,-0.641625,3.5,1
9708803,3548,1.8326,0,5.5,1
9708803,3549,-0.545416,0.728625,31,-1
9712381,3451,-0.610865,-0.163125,139.5,1
9717739,3546,1.93077,0,4,-1
9718959,3530,1.21082,0.467625,7,-1
9722098,3489,-0.436333,0.80475,3.5,1
9723470,3472,1.74533,0.76125,7.5,1
9728090,3456,1.61443,-0.467625,9,-1
9730212,3504,1.64715,0.3915,6.5,1
9730901,3496,2.05076,0,3.5,1
9734936,3468,1.5708,0,3.5,-1
9734936,3469,1.5708,0,3.5,-1
9738703,3553,1.54898,0,69.5,1
9738703,3554,1.54898,0,69.5,1
9738703,3555,1.54898,0,69.5,1
9739547,3445,1.7017,0.184875,3.5,1
9739547,3447,1.66897,0,7.5,-1
9739547,3449,-1.36354,0.685125,61.5,1
9743028,3447,-2.07258,-0.467625,6.5,-1
9744725,3492,1.61443,0.685125,3.5,1
9746423,3488,1.4508,-0.685125,4.5,-1
9746588,3482,1.9635,-0.358875,3.5,-1
9747577,3482,1.86532,0.80475,3.5,1
9748610,3451,-1.74533,0,4.5,-1
9758171,3526,-2.37801,0.685125,5.5,-1
9762956,3477,-2.57436,-0.358875,4,-1
9762956,3478,-2.61799,-0.511125,7.5,-1
9764684,3502,1.82169,-0.511125,2.5,1
9769971,3497,2.48709,-0.880875,3.5,1
9769971,3499,-1.42899,0.511125,4.5,-1
9771357,3543,1.99622,0.358875,4,-1
9771357,3544,1.91986,0.511125,5,-1
9771357,3545,-0.523599,0.467625,2.5,1
9772662,3539,1.16719,0.511125,3.5,-1
9772662,3540,-0.599957,0.511125,4,1
9772693,3545,-0.90539,-0.23925,10,1
9774070,3515,-1.49444,0.685125,4,1
9776143,3464,2.0944,0.076125,12,1
9776143,3465,-1.5708,-0.10875,12,-1
9776565,3528,1.78896,-0.685125,34.5,1
9776565,3530,-1.64715,-0.80475,50.5,-1
9777282,3472,2.24711,-0.424125,3.5,1
9777282,3474,-1.55989,-0.511125,3.5,-1
9778104,3548,-2.01804,-0.685125,3.5,-1
9784597,3471,1.51625,0.685125,3.5,1
9790953,3464,1.5817,-0.76125,29.5,-1
9794649,3483,1.82169,-0.685125,5,1
9794649,3485,3.10887,-0.511125,7,1
9795061,3505,1.05811,-0.10875,3,-1
9796071,3488,1.06901,0.10875,21.5,-1
9796071,3489,1.0472,0.163125,17,-1
9796071,3490,-2.60709,0,14,1
9798234,3517,-1.72351,-0.424125,8,1
9798234,3518,1.09083,-0.511125,3.5,-1
9798234,3519,-1.73442,-0.511125,3.5,1
9799966,3491,1.50535,0.80475,21,-1
9802017,3543,1.40717,0.685125,31,1
9805348,3482,1.74533,-0.685125,3.5,1
9808856,3484,1.53807,0.511125,3,-1
9809329,3491,1.41808,-0.358875,5.5,-1
9809845,3513,1.62534,0,6.5,-1
9809845,3514,1.63625,0,6,-1
9814493,3525,1.0472,-0.685125,3.5,-1
9817807,3478,0.949023,0,5.5,1
9817807,3479,-2.53073,-0.467625,7,-1
9818173,3503,1.9635,-0.10875,11,-1
9818173,3505,-1.12356,0,11,1
9823262,3491,1.50535,-0.80475,3.5,-1
9824160,3494,1.61443,-0.45675,4,-1
9826305,3545,1.60352,0.511125,139.5,1
9826305,3546,-1.7126,0.685125,53.5,-1
9829249,3521,-1.7126,-0.685125,3.5,-1
9831542,3524,1.94168,0.511125,3.5,1
9845391,3527,-1.72351,0,3,1
9846393,3485,1.9744,-0.80475,3.5,1
9858921,3505,-1.53807,-0.76125,4,-1
9859332,3544,2.01804,-0.685125,3.5,1
9861231,3453,1.49444,-0.3915,5.5,-1
9862696,3472,-2.60709,-0.3915,5,-1
9862696,3474,-2.60709,-0.424125,10.5,-1
9864217,3546,1.48353,-0.685125,4.5,-1
9869525,3525,1.78896,-0.685125,3.5,1
9869920,3521,1.42899,-0.80475,7,-1
9873903,3543,2.67254,0.358875,3.5,1
9874774,3548,1.18901,0,11.5,-1
9874774,3549,-1.37445,-0.467625,15.5,1
9879431,3445,-1.8435,-0.80475,3.5,1
9880020,3502,1.03629,0.511125,3,-1
9881247,3470,2.19257,-0.358875,3.5,-1
9883067,3521,1.33081,-0.76125,3.5,-1
9883067,3523,-1.52716,-0.467625,4.5,1
9887964,3471,1.98531,-0.76125,10,1
9889022,3528,-1.11265,-0.641625,3.5,1
9890028,3473,1.9744,-0.685125,4.5,1
9892341,3445,1.21082,0,3.5,-1
9897659,3550,-2.45437,0.23925,3.5,1
9898027,3505,1.42899,0.45675,8.5,-1
9898027,3507,-1.31991,-0.36975,7,1
